f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,estado
-0.88587,0.2602,-1.16228,-0.90877,0.50915,0.16144,0.14342,0.9155,0.68168,-0.13827,1.61019,-0.93956,0.54789,-0.64446,-0.99347,1.53032,-0.80021,0.49184,-0.68321,-0.45569,1.15067,-0.8402,0.55114,-0.63658,-0.72825,v/at
0.39122,-0.13822,-0.32632,-0.603,0.02981,0.84459,0.59543,-0.49281,-0.43165,0.13074,0.49669,-0.92789,0.57703,-0.64234,-0.95142,0.96213,-0.99607,0.56823,-0.74177,-1.14326,0.68321,-0.8953,0.63855,-0.66079,-0.8985,ac
-1.29191,-1.75405,0.2063,1.45268,2.52023,-0.27264,-0.88162,-1.20403,-0.96978,-1.82804,-0.14239,-0.22942,0.24631,-0.39234,0.36397,-0.20456,0.22137,-0.08077,-0.12963,0.72286,-0.27517,-0.11424,0.24221,-0.36769,0.45286,v/at
-1.87288,-1.41672,-2.38064,-1.6466,-1.26268,1.2797,1.40873,1.80587,3.56,-0.9347,1.28645,-1.02914,0.55125,-0.64807,-1.53744,1.21706,-0.89154,0.6087,-0.70916,-1.13093,0.94888,-0.97097,0.58746,-0.65331,-1.42758,v/at
-0.09395,0.07159,-0.52893,0.3387,1.36773,-0.76974,-1.15497,-0.0688,-0.20189,0.00045,1.04821,-0.06563,-0.00982,-0.19096,0.45056,0.74008,0.51868,-0.51774,0.3313,0.74918,0.81104,0.12958,-0.18178,-0.03929,0.57357,v/at
0.84779,0.66776,0.2793,0.76432,0.62126,-1.21005,-1.29897,-0.31695,-0.39649,0.45485,0.99027,0.58735,-0.48005,0.28835,0.84216,0.66843,1.06023,-0.95918,0.80279,1.03765,0.80234,0.74283,-0.52078,0.37398,0.92436,v/at
-0.98778,0.47418,-2.08621,-1.72533,-0.49819,0.54743,0.41767,1.82772,2.33924,-0.1108,2.3586,-0.93398,0.5003,-0.63543,-1.32095,2.14526,-0.66587,0.15014,-0.50521,-0.67631,1.94739,-0.72335,0.30518,-0.51158,-0.90919,v/at
0.42589,0.60047,0.08457,-0.44225,-0.83387,0.34103,1.03244,-0.13655,-0.36199,0.64235,0.80234,-0.83663,0.44177,-0.58438,-0.7459,1.38617,-0.93528,0.45944,-0.69332,-0.89544,1.247,-0.87026,0.55773,-0.62982,-0.88386,v/at
-0.29191,-0.71349,0.58138,1.50043,0.38426,-0.81264,-0.65847,-0.43665,-0.38335,-0.40218,1.28762,0.16434,-0.42929,0.04656,0.49135,1.45614,0.18488,-0.77538,0.12765,0.4994,1.27704,0.15669,-0.45602,0.04273,0.4375,v/at
0.95344,0.73413,0.14553,0.83385,0.50719,-1.40583,-1.63255,-0.17588,-0.31155,0.85339,0.72058,0.53822,-0.40658,0.20107,0.86219,0.19422,0.7957,-0.81229,0.53342,0.97069,0.23917,0.65857,-0.44486,0.28401,0.94232,v/at
0.21039,-0.0443,0.47606,1.08235,0.86678,-0.86527,-1.16819,-0.42094,-0.6577,-0.13932,0.73492,0.10938,0.09328,-0.18099,0.66583,0.25717,0.50027,-0.12749,0.17176,0.89646,0.42238,0.26367,0.04484,-0.08818,0.76839,v/at
0.91944,0.86337,-0.10306,0.40433,0.65218,-1.21889,-1.46294,0.0746,-0.21929,0.74623,0.93043,0.41348,-0.30462,0.13102,0.78661,0.4348,0.94429,-0.71215,0.67128,1.01593,0.49952,0.63515,-0.43201,0.30545,0.9222,v/at
0.9561,0.82875,0.05076,0.40385,0.25345,-1.26113,-1.23668,0.25729,-0.07462,0.84349,1.04708,0.47396,-0.58991,0.3128,0.75638,0.7321,0.75532,-1.07824,0.70928,0.89127,0.71857,0.55746,-0.66845,0.40463,0.82381,v/at
0.14558,-0.05341,-0.41635,-0.84486,-0.91932,0.88945,1.16939,-0.0095,0.01305,0.67116,0.20727,-0.75723,0.56297,-0.57952,-0.59903,0.41668,-0.92183,0.55537,-0.69455,-0.75934,0.74986,-0.84082,0.58236,-0.5978,-0.77923,v/at
-1.0335,-1.03181,-0.83893,0.01488,1.85688,0.01656,-0.54292,0.09889,-0.0548,-1.01902,0.93893,-0.03667,-1.05068,0.71518,0.06261,0.50214,0.11252,-0.45735,0.09022,0.59285,0.54538,0.10896,-1.26763,1.00283,0.27147,v/at
1.42109,1.03479,0.15943,0.36626,0.08171,-1.12729,-1.15687,-0.14086,-0.2636,1.03556,0.02401,1.13439,-0.984,0.88977,1.13314,-0.52448,1.10059,-0.67771,0.86518,1.11546,-0.43656,1.27659,-0.96791,0.98596,1.20158,v/at
-0.03299,0.96946,-0.06245,-0.48435,1.2587,0.41191,-0.535,-1e-05,-0.76913,-0.69268,0.51026,-0.49284,0.57065,-0.50638,0.03739,0.54727,-0.01205,-0.38982,-0.16919,0.25416,0.46527,-0.14953,0.11864,-0.34811,0.21767,v/at
1.03228,1.15593,0.4998,-0.69234,-0.63046,0.58233,0.10489,-0.63162,-0.46915,0.81621,-0.02553,-0.46911,0.60911,-0.5288,0.10891,0.2349,-0.61707,0.73531,-0.63086,-0.07865,0.27522,-0.52447,0.69616,-0.56128,0.03857,v/at
1.1733,1.10895,-0.18367,0.47017,0.68752,-1.86237,-1.88662,0.5738,-0.03647,1.10981,0.27136,0.89209,-1.08315,0.69297,0.94625,-0.00466,1.27296,-1.58155,1.1889,1.08846,0.03594,0.99847,-1.12414,0.81926,1.02958,v/at
1.62635,1.64054,-0.18945,0.35143,0.0442,-1.75875,-1.39076,0.36291,0.07088,1.33443,0.51877,1.63251,-2.27927,1.82569,1.11049,0.01664,1.97214,-2.49694,2.31042,1.2496,-0.00211,2.01707,-2.63493,2.32848,1.28197,v/at
-0.77027,-0.5869,-0.20987,-0.86638,0.29359,1.91794,1.45015,-0.99407,-0.748,-0.71159,0.02585,-0.94195,0.64621,-0.64589,-1.02266,0.13156,-1.02614,0.66267,-0.75245,-1.11422,0.47335,-0.95405,0.72965,-0.67188,-1.13127,ac
0.61732,0.2725,0.78875,-0.37701,-0.1681,0.96954,0.27674,-1.12944,-0.78898,0.05204,0.52471,-0.5043,0.63645,-0.52594,0.01041,0.54709,-0.57553,0.75324,-0.60138,-0.05497,0.79688,-0.55473,0.67692,-0.56002,-0.05134,v/at
0.12148,0.45908,-0.76712,-0.51637,0.43909,-0.62879,-0.81384,0.7634,0.64697,0.57612,1.09284,-0.11335,-0.45871,0.05521,0.12912,1.00869,0.35153,-0.90771,0.34465,0.55777,0.90945,0.00212,-0.44631,0.08278,0.29451,v/at
0.45368,1.10775,-0.56249,-0.81639,-0.86516,0.4883,1.06676,0.07425,-0.12228,0.79173,0.46974,-0.57768,0.46622,-0.49013,-0.27552,0.6107,-0.80758,0.52572,-0.65959,-0.46071,0.76878,-0.74274,0.55273,-0.56705,-0.50294,v/at
0.26484,0.38479,-0.21773,0.42988,1.40099,-1.19344,-1.60893,-0.024,-0.2777,0.32831,1.07721,0.33099,-0.59903,0.24764,0.64593,0.48287,0.71112,-0.64422,0.44135,0.9564,0.79889,0.44352,-0.4237,0.21416,0.7908,v/at
1.56863,1.36288,-0.04244,0.38319,-0.11022,-1.59586,-1.66915,0.37253,0.09971,1.50641,0.69337,1.63191,-2.57473,2.12123,1.0692,0.40852,1.95598,-2.75841,2.51243,1.19186,0.36534,1.91199,-2.84309,2.46703,1.19813,v/at
1.24329,0.57684,1.0827,1.07704,-0.36029,-1.24083,-1.23254,-0.41274,-0.3025,0.7727,0.43454,1.69744,-1.88581,1.76931,1.25343,0.28003,1.84411,-2.25109,2.13175,1.24641,0.33924,1.85652,-2.214,1.98199,1.23877,v/at
1.09774,0.91275,0.03993,0.59191,0.31141,-1.50052,-1.55722,0.1399,0.07395,0.87078,0.70669,1.36249,-2.24088,1.68997,0.9781,0.05331,2.06555,-1.81441,2.05183,1.22396,0.14146,1.7556,-1.66739,1.62759,1.23756,v/at
-0.29705,0.48338,-0.64364,-1.13305,-0.87242,1.45546,1.13811,0.24983,0.23788,0.02288,0.08375,-1.06303,0.62431,-0.65755,-1.81967,0.26551,-1.14048,0.66059,-0.76642,-2.16344,0.42791,-1.05643,0.71047,-0.68455,-1.83985,ac
-0.52356,-1.29764,0.50227,0.82249,0.97472,0.75463,0.00895,-1.28877,-0.83992,-1.44162,0.20246,-0.2963,0.57748,-0.52287,0.2717,0.30662,-0.35698,0.61584,-0.60722,0.21586,0.29028,-0.40082,0.66984,-0.57708,0.16876,v/at
0.12393,0.1856,-0.21226,-0.89278,-0.94653,0.30057,0.96245,0.30327,0.38449,0.88905,-0.69254,-0.72581,0.52864,-0.59324,-0.51953,-0.12024,-0.88179,0.50778,-0.69549,-0.67231,-0.19023,-0.85767,0.58104,-0.63194,-0.77685,v/at
-0.20104,-0.56819,0.11711,1.02564,0.77757,-0.59492,-0.58494,-0.36231,-0.45707,-0.41056,-0.30926,-0.0144,0.24292,-0.3587,0.526,-0.54039,0.51071,0.18176,-0.10003,0.75471,-0.49857,0.17301,0.22667,-0.30553,0.6086,v/at
0.31998,0.18406,0.06796,0.72356,0.51128,-1.10708,-0.70035,-0.02998,-0.23502,0.24475,0.21993,0.03071,0.22984,-0.31753,0.60009,-0.14647,0.43804,0.19498,-0.08447,0.82044,0.05244,0.21828,0.21756,-0.2399,0.72011,v/at
-0.20162,-0.82102,1.41675,1.22081,0.051,-0.01801,0.04142,-1.09535,-0.80088,-0.71253,-0.36495,-0.52596,0.48017,-0.54038,0.04082,-0.06917,-0.45474,0.44121,-0.57246,0.23677,-0.11937,-0.49007,0.5056,-0.54445,0.07414,v/at
0.42375,0.0687,0.13049,0.84238,0.44439,-1.27793,-0.88939,-0.08868,-0.16387,0.45257,0.0567,0.14791,0.20558,-0.25859,0.68762,-0.37607,0.44381,0.23982,-0.07873,0.84824,-0.33083,0.31197,0.22766,-0.1826,0.79763,v/at
0.93901,-0.03989,0.54171,0.96322,0.16032,-1.46711,-1.01558,-0.39635,-0.26938,0.91897,0.41979,0.16547,0.08997,-0.23999,0.65671,0.26563,0.43473,-0.03672,-0.07365,0.77405,0.23268,0.27242,0.06983,-0.19134,0.718,v/at
1.01671,0.35994,0.33071,0.7089,-0.2876,-1.29683,-0.85311,-0.08837,0.07334,0.9684,0.67385,0.1006,0.15131,-0.27671,0.62499,0.39502,0.24852,0.15438,-0.18238,0.73643,0.41651,0.18424,0.15926,-0.2163,0.69492,v/at
-0.15834,-1.12617,0.85689,0.83064,0.17589,0.19568,0.03899,-0.94836,-0.72799,-0.36599,0.0632,-0.64882,0.52408,-0.57432,-0.16976,-0.06545,-0.63744,0.51848,-0.64257,-0.06926,0.01605,-0.56973,0.55732,-0.56686,-0.09885,v/at
0.10968,0.19545,0.55476,-0.10656,-0.89512,0.14226,0.57308,0.22221,-0.07109,0.32456,0.08503,-0.81466,0.57687,-0.61657,-0.61974,0.53274,-0.90499,0.5365,-0.71915,-0.73353,0.32632,-0.82056,0.61206,-0.63609,-0.70099,v/at
-0.18249,0.62784,-0.56658,-1.28234,-1.26794,0.32677,1.6487,1.1844,0.72069,0.63076,0.4703,-0.88707,0.52575,-0.59409,-1.0884,1.07249,-1.02906,0.52428,-0.7046,-1.38573,0.83935,-0.97253,0.58834,-0.63208,-1.33215,ac
0.99919,1.45213,0.31457,-0.75676,-1.51562,-0.22516,0.46515,0.58678,0.19432,1.49798,0.42645,-0.67728,0.35907,-0.38835,-0.43208,0.91988,-0.84939,0.34666,-0.54295,-0.62648,0.76277,-0.74699,0.27797,-0.26688,-0.63318,v/at
-1.45565,-0.98189,-1.13723,-0.60956,2.24772,0.62565,-0.27477,0.64975,-0.33393,-1.3761,0.91957,-0.60364,0.54948,-0.51373,-0.50527,1.09691,-0.49878,-0.05359,-0.3801,-0.64697,0.95068,-0.52566,0.2402,-0.42205,-0.562,v/at
0.34483,-0.58749,-0.40753,0.51895,0.58634,-0.95607,-0.53318,0.01126,-0.10282,0.48167,1.15672,-0.14641,0.04124,-0.30803,0.26538,0.45491,0.10975,0.1983,-0.23397,0.59935,0.64717,0.0144,0.16051,-0.25798,0.51474,v/at
-0.01555,0.60363,-0.14159,-1.16984,-1.26105,0.64539,1.10044,0.70038,0.15281,1.06273,0.57369,-1.03768,0.60063,-0.65477,-1.60471,1.24832,-1.10486,0.60799,-0.75869,-1.72561,1.07539,-1.0207,0.67354,-0.67843,-1.5641,ac
0.86912,0.43302,0.02045,0.5992,-0.16822,-1.53233,-0.79471,0.36241,0.23218,0.98192,0.98975,0.29609,-0.10163,-0.12946,0.64868,0.68625,0.59124,-0.19566,0.07403,0.8019,0.78728,0.40541,-0.09788,-0.06571,0.73372,v/at
-1.13858,-0.26746,-1.25447,-1.09721,-1.48875,0.44409,2.07447,1.84382,1.40879,0.1722,0.29391,-1.03451,0.60234,-0.66098,-1.6719,1.03324,-1.14302,0.63116,-0.77085,-2.0384,0.84529,-1.08155,0.67026,-0.6905,-1.9417,ac
-0.42317,-1.31964,0.40608,0.86536,0.94918,-0.03649,-0.30697,-0.48272,-0.63904,-0.88879,0.70172,-0.38018,0.28432,-0.47956,0.12438,0.1336,-0.27716,0.42514,-0.50851,0.40186,0.55014,-0.31528,0.4428,-0.48473,0.26523,v/at
-0.26763,-1.51638,1.79845,2.30817,0.09373,-0.97011,-0.62241,-1.04914,-0.78701,-0.56878,0.28832,-0.02386,0.20798,-0.32518,0.55664,0.07287,-0.08771,0.33485,-0.38281,0.59021,0.30616,0.02448,0.23068,-0.30776,0.59612,v/at
0.45428,0.1147,-0.06057,0.60769,0.23501,-1.22296,-0.63026,0.14574,0.05168,0.52489,0.32106,0.15217,0.08019,-0.22387,0.65292,0.09238,0.68461,-0.12777,0.11656,0.86359,0.1139,0.39555,0.00608,-0.11192,0.77818,v/at
1.0041,0.58402,-0.04099,0.34856,-0.29307,-1.37832,-0.55879,0.28744,0.11764,1.23301,0.83713,0.35725,-0.10962,-0.08358,0.71401,0.39087,0.80459,-0.20521,0.23672,0.90738,0.64109,0.56613,-0.15903,0.03564,0.83935,v/at
0.98826,0.96812,0.63785,-0.56159,-1.89253,-0.22549,0.97028,0.30451,0.41829,1.29707,0.63256,-0.50415,0.49028,-0.53139,-0.05488,1.08593,-0.7189,0.4639,-0.64573,-0.27193,1.08106,-0.65538,0.55909,-0.57019,-0.26542,v/at
0.87389,0.09994,0.15602,1.04669,0.21069,-1.50473,-0.83056,-0.26554,-0.22761,0.72281,0.83728,0.35217,-0.0583,-0.07653,0.74465,0.41818,0.65958,0.08165,0.09338,0.86942,0.68618,0.4909,0.02168,-0.04579,0.81779,v/at
0.50939,1.17387,-0.02027,-1.35069,-1.70334,0.258,1.32182,0.68319,0.00219,1.96257,0.41743,-1.04412,0.59928,-0.65656,-1.59271,1.10171,-1.11042,0.62461,-0.76491,-1.6328,0.99971,-1.03493,0.68477,-0.68382,-1.57448,ac
0.88677,0.87181,0.7015,-0.79084,-1.76873,0.02344,0.83317,0.33769,0.34288,1.32266,0.63783,-0.60641,0.55424,-0.5792,-0.19367,1.13436,-0.80671,0.54357,-0.69995,-0.40429,1.10467,-0.75414,0.62174,-0.62643,-0.42637,v/at
1.45141,1.0927,-0.41212,0.25232,-0.61761,-1.52788,-0.6358,0.46075,0.32508,1.61228,0.69516,0.44098,0.12776,-0.10677,0.78706,0.15755,0.85004,0.24414,0.24685,0.86278,0.28945,0.64708,0.07244,0.03936,0.89714,v/at
0.5314,-0.65187,1.15487,1.77409,-0.01726,-1.29267,-0.88247,-0.5119,-0.64315,0.22607,0.69967,0.14206,0.156,-0.24006,0.6832,0.44993,0.09363,0.27609,-0.27675,0.71185,0.67313,0.18847,0.18988,-0.22179,0.70592,v/at
-0.06292,-0.72176,2.21402,2.05496,0.11413,-0.82537,-0.83217,-1.21145,-0.83323,-0.73443,-0.5416,1.28926,-0.43226,0.75041,1.2957,-1.01382,1.04654,0.12131,0.56566,1.19734,-0.54532,1.19249,-0.20371,0.58299,1.25911,v/at
0.45076,-0.03851,1.34534,0.69509,-0.07271,-0.36836,-0.80007,-0.61101,-0.57537,0.24323,-0.01636,0.3764,0.33493,-0.08927,0.84216,-0.06623,0.21655,0.59699,-0.11042,0.68617,0.24677,0.18988,0.3144,-0.17685,0.72676,v/at
-1.96931,-1.28429,-2.19678,-1.38242,-1.00991,1.42215,1.89227,2.2004,2.28399,-1.14316,0.92279,-0.99202,0.5083,-0.61158,-1.50076,2.15984,-0.79595,-0.19372,-0.33458,-1.67391,1.20819,-0.84384,0.27103,-0.48288,-1.5377,hid
0.56778,1.05411,1.06904,0.88491,0.09644,-0.91322,-0.89946,-0.57208,-0.5851,0.21752,0.0279,0.3044,-0.11645,0.11925,0.7636,-0.61366,0.72481,-0.01722,0.22876,0.9831,-0.3454,0.70781,0.01213,0.14291,1.00124,v/at
0.40539,0.35725,0.36478,-0.51547,0.25913,0.26492,-0.00298,-0.02298,-0.4818,0.06124,-0.97785,-0.20983,0.65182,-0.45242,0.31213,-0.95171,-0.47558,0.83667,-0.55587,0.10616,-0.76348,-0.4656,0.66395,-0.53739,0.12269,v/at
0.30656,-0.53906,1.93912,1.81357,0.08847,-1.04538,-0.89098,-0.86152,-0.72506,-0.40517,-0.70493,1.35424,-0.32653,0.68915,1.31041,-1.23262,1.15277,0.13633,0.6818,1.22808,-0.94606,1.27426,-0.23631,0.64089,1.29351,v/at
0.60175,-0.78374,1.88852,2.09692,-0.46285,-1.1562,-1.11952,-0.95098,-0.6849,0.30501,-0.43688,1.49977,-0.27096,0.89018,1.38987,-1.20237,1.0555,0.15625,0.60735,1.22519,-0.74842,1.41799,-0.20029,0.79815,1.35064,v/at
-0.41746,-0.80192,1.59745,1.73899,0.37283,-0.49799,-0.85893,-0.52915,-0.61164,-1.16933,-0.99461,0.87721,-0.15491,0.21629,1.05891,-1.2157,0.86347,0.22125,0.30922,1.01138,-1.15759,0.74745,-0.03645,0.13536,1.01804,v/at
0.33682,0.35894,0.76522,-0.11008,-0.29999,-0.01769,0.05145,0.14666,-0.19775,-0.00487,-0.43514,-0.03391,0.44049,-0.32524,0.48512,-0.55413,-0.30826,0.64165,-0.45394,0.31054,-0.37551,-0.29846,0.49915,-0.42444,0.32442,v/at
-0.28335,-0.97157,1.66299,1.67258,0.04395,-0.53963,-0.57398,-0.78004,-0.58429,-0.68741,-0.6431,0.45859,0.10871,-0.05846,0.89269,-0.90772,0.4034,0.44441,-0.02842,0.83528,-0.76389,0.31954,0.17112,-0.13157,0.82066,v/at
0.92844,0.6762,1.18807,0.51934,-0.45705,-0.44513,-0.49758,-0.25584,-0.65469,0.44507,-0.07661,0.50977,0.00379,0.1986,0.9333,-1.32774,1.00951,0.91101,0.37774,1.10241,-0.97003,0.99682,0.61828,0.23786,1.17212,v/at
-0.67573,0.41682,-1.31618,-1.1963,-0.95708,0.1329,1.26061,1.89898,1.11823,0.45591,1.83613,-0.7798,0.22076,-0.45702,-1.13366,1.03624,-0.54498,0.29936,-0.46302,-0.15484,1.20985,-0.66511,0.1471,-0.3741,-0.73463,hid
-0.2085,0.63393,-0.41461,-0.80362,-0.66751,-0.53654,0.68186,1.7692,0.60169,0.64153,1.9408,-0.61303,0.04941,-0.37614,-0.84611,1.40411,0.3237,-0.79024,0.1938,0.21581,1.3017,-0.03271,-0.57452,0.00847,-0.07083,hid
-1.39332,-0.40985,-1.63365,-1.30935,-0.99351,0.72965,1.7823,2.08099,1.52457,-0.27383,2.05781,-0.87003,0.29634,-0.51839,-1.59194,1.21814,-0.79717,0.33938,-0.58941,-0.68651,1.39575,-0.84472,0.37731,-0.53692,-1.25796,hid
1.32848,0.53256,1.19879,1.33548,-0.36074,-1.58032,-1.08429,-0.49961,-0.46442,0.87898,-0.02102,2.16393,-1.11291,1.73616,1.48819,-1.0056,1.79951,-0.03054,1.43212,1.43871,-0.54215,2.132,-0.56043,1.57153,1.48644,v/at
1.77231,2.12417,0.87502,-0.91104,-1.03215,0.09829,0.37026,-0.68682,-0.67766,1.51742,-0.40097,-0.56884,0.70783,-0.52652,-0.07225,-0.51572,-0.68363,0.65778,-0.62096,-0.19086,-0.03443,-0.49582,0.72294,-0.51144,0.0282,ac
-0.71627,0.16593,-0.86389,-0.95057,0.64158,-0.02536,0.45369,1.12743,0.20414,-0.06355,1.94361,-0.74927,0.37943,-0.57018,-0.63413,0.67335,-0.60918,0.51759,-0.56114,-0.21003,1.21033,-0.77844,0.4418,-0.56098,-0.73575,hid
1.28828,0.86882,0.84069,-0.52768,-0.26999,0.49888,-0.00831,-1.08914,-0.86036,0.7686,-0.28083,-0.00804,0.91212,-0.28138,0.56584,-0.67967,-0.18208,0.87754,-0.34436,0.49553,-0.07476,-0.01679,0.82457,-0.29338,0.56742,ac
0.75523,0.78561,0.89224,-0.08033,0.00444,0.51141,-0.14837,-0.87624,-0.82092,-0.11133,0.20845,0.27674,0.5944,-0.1616,0.77303,0.07317,0.12988,0.72708,-0.1673,0.6789,0.467,0.09225,0.52268,-0.24688,0.65625,v/at
0.86285,0.44964,1.11744,-0.39205,-0.83646,0.01675,0.66925,-0.18978,-0.42498,0.64739,0.00126,-0.23252,0.57979,-0.46311,0.29313,0.0167,-0.60026,0.62764,-0.61135,-0.01633,0.36486,-0.45446,0.58522,-0.51268,0.11828,ac
0.72259,0.61566,0.66816,-0.08277,0.11096,0.35956,0.29189,-1.20791,-0.93879,0.12682,-0.04357,-0.04956,0.67015,-0.33398,0.54919,-0.05699,-0.30344,0.72879,-0.46624,0.38405,0.45871,-0.21993,0.64888,-0.42067,0.40624,ac
-0.05466,0.79452,-0.03387,-0.77867,0.3722,-0.13071,0.13044,1.46067,-0.34622,-0.08656,-1.3393,-0.94618,0.63521,-0.64733,-1.00985,-1.54624,-0.85157,0.5044,-0.72178,-0.75632,-1.14454,-0.82915,0.63277,-0.65808,-0.68299,ac
-1.68005,-0.55318,-1.52636,-1.21832,1.15147,0.83827,0.67699,1.11796,0.42766,-0.90758,1.54958,-0.94506,0.45504,-0.61043,-1.48921,-0.42756,-1.0304,0.57649,-0.73901,-1.46052,0.45836,-0.91337,0.53098,-0.63529,-1.40773,hid
0.75891,1.50875,0.17493,-0.54852,-0.26753,0.39516,0.63828,-0.48231,-0.72685,0.30852,-1.3018,-0.78633,0.68469,-0.60964,-0.51538,-1.14944,-0.89048,0.66664,-0.72787,-0.52639,-0.80988,-0.77222,0.72034,-0.64029,-0.41986,ac
0.78507,0.9982,0.15634,-0.95065,-1.08297,0.23161,0.37836,0.30907,0.24105,1.08486,-1.04092,-0.17652,0.98393,-0.40147,-0.11304,-1.47219,-0.62813,0.79811,-0.63543,-0.31641,-0.95843,-0.53786,0.76958,-0.55026,-0.14237,ac
1.08761,2.09534,0.25174,-0.84336,-1.81821,-0.25917,0.93676,0.98347,0.20419,1.27716,-0.87718,-0.30398,0.86711,-0.50767,-0.27646,-0.75109,-0.63339,0.80297,-0.67739,-0.52848,-0.47799,-0.62729,0.71515,-0.61957,-0.33058,ac
-2.1574,-2.42481,-1.48238,-0.43629,0.69716,1.49359,0.69447,0.62342,0.74263,-1.41779,0.0984,-0.89807,0.55963,-0.63569,-0.81403,-0.05411,-0.45832,0.55223,-0.62938,-0.11905,-0.17918,-0.70523,0.61076,-0.63542,-0.31172,v/at
-0.79646,-1.14351,0.14974,0.84337,0.9859,-0.15948,0.10114,-0.60524,-0.57678,-0.83386,-0.46424,-0.39917,0.42887,-0.50076,0.20962,-1.21894,-0.08255,0.58627,-0.41645,0.60769,-0.9364,-0.13801,0.53972,-0.43486,0.5217,v/at
0.11819,0.70387,-0.11775,-0.72804,0.47581,0.62055,0.42919,-0.27876,-0.65298,-0.12568,-0.963,-0.86755,0.65916,-0.62959,-0.75136,-0.79736,-0.87823,0.59586,-0.7044,-0.6718,-0.63945,-0.8162,0.67902,-0.63998,-0.64643,v/at
0.35679,1.02457,0.13189,-0.6123,-0.06679,0.80506,0.31845,-0.73933,-0.73261,0.33001,-0.3005,-0.7294,0.6138,-0.60638,-0.34748,0.10816,-0.81733,0.65343,-0.69849,-0.41181,-0.0218,-0.74921,0.67066,-0.62786,-0.41178,v/at
-0.14166,-0.18835,0.44412,-0.15873,0.74569,0.78658,-0.14361,-0.86721,-0.72694,-0.56895,-0.61553,-0.54558,0.64691,-0.56347,-0.01292,-0.26259,-0.59842,0.77182,-0.6429,-0.07045,-0.36853,-0.63284,0.68766,-0.6128,-0.14911,v/at
0.75212,-0.55167,0.98585,1.57819,0.13875,-1.60217,-1.15329,-0.57338,-0.43927,0.65699,-0.06416,0.31096,0.00892,-0.06303,0.80439,-0.3825,0.27495,0.23502,-0.08633,0.81015,-0.22766,0.35197,0.04903,-0.04977,0.84559,v/at
1.58406,1.97131,0.38636,-1.32191,-1.29047,0.11648,0.54499,0.4926,-0.23647,1.5498,-0.46106,-0.88758,0.60683,-0.62521,-0.78763,0.02924,-0.98099,0.59493,-0.7296,-0.91818,-0.01655,-0.87073,0.67202,-0.64445,-0.76746,ac
1.24509,0.95803,-0.10707,-0.58002,-0.97599,0.05384,0.94977,-0.18615,-0.33131,1.13224,-0.19388,-0.22872,0.86172,-0.49121,0.05946,0.4324,-0.54143,0.8895,-0.64521,-0.2264,0.23144,-0.62348,0.75547,-0.61363,-0.23304,ac
-0.09451,-0.15226,0.39444,-0.57278,-0.80074,0.4709,1.22789,0.35989,0.24999,-0.19805,-0.81693,-0.72589,0.65269,-0.62957,-0.55941,-0.12421,-0.89374,0.69967,-0.74364,-0.78829,-0.35749,-0.90286,0.70208,-0.67672,-0.88081,ac
-0.01265,-1.00905,1.17664,1.85323,0.63265,-1.13511,-0.87856,-0.73026,-0.68026,-0.51906,-0.31034,0.14563,0.28057,-0.27536,0.72403,-0.94612,0.15404,0.49832,-0.22989,0.79025,-0.61804,0.22485,0.33851,-0.23112,0.79381,v/at
-0.09447,-0.02018,-0.78418,-0.55709,0.08225,-0.5248,-0.1768,1.25574,0.77586,0.37557,0.44325,-0.09304,0.2692,-0.39682,0.39957,-0.33185,-0.03113,0.91968,-0.21671,0.22066,-0.02345,-0.25327,0.56211,-0.41392,0.18111,v/at
0.3148,0.11332,0.20164,0.66821,0.28262,-0.43844,-0.40143,-0.37518,-0.45565,-0.03087,-0.3464,0.24642,0.51051,-0.22685,0.81251,-1.33464,0.46636,0.88668,0.06123,0.8911,-0.87859,0.3876,0.61532,-0.11021,0.89714,v/at
1.40143,0.76603,0.06153,0.38971,-0.16539,-1.16654,-0.75342,0.04224,-0.21147,1.1029,0.41594,0.85806,0.08707,0.17728,1.02205,-0.42924,1.28236,0.61603,0.63006,1.06946,0.01039,1.07499,0.19301,0.33951,1.10404,v/at
1.08957,0.48282,0.95178,-0.12598,-0.82853,0.00135,0.31668,-0.73227,-0.474,0.91288,0.09333,-0.44957,0.53605,-0.50208,0.12795,0.18389,-0.59094,0.54718,-0.60359,0.05412,0.31714,-0.51753,0.56668,-0.52406,0.0202,v/at
0.51213,-0.52707,1.55355,1.13092,-0.18433,-0.55427,-0.67332,-1.00075,-0.59022,0.21272,0.43336,0.06036,0.37006,-0.29444,0.64561,0.28303,0.03237,0.51173,-0.28996,0.61049,0.45132,0.03547,0.34932,-0.29044,0.62648,v/at
1.01884,0.65792,0.94214,-0.3275,-0.83024,0.1162,0.11244,-0.55682,-0.29021,0.86686,-0.19921,-0.40948,0.61878,-0.50744,0.17578,-0.179,-0.56419,0.67409,-0.60175,0.05565,-0.13657,-0.49838,0.64324,-0.54233,0.07275,v/at
1.55825,1.4253,0.64882,-1.1587,-1.77019,-0.14161,0.95583,0.40918,-0.02355,1.89072,-0.16063,-0.54521,0.58325,-0.55803,-0.12617,0.0946,-0.8156,0.57422,-0.69635,-0.40871,0.09429,-0.70577,0.62404,-0.60319,-0.31536,v/at
